"Name","algorithm","alpha","seed","tau","tau_decay","Total_steps"
"q_learning_alpha0.955866941303926_tau0.8931572935953951_tau_decay0.918948613809536_seed50","q_learning","0.955866941303926","50","0.8931572935953951","0.918948613809536","12"
"q_learning_alpha0.24084030699273656_tau1.1667774481183018_tau_decay0.9676487884561236_seed40","q_learning","0.24084030699273656","40","1.1667774481183018","0.9676487884561236","2"
"q_learning_alpha0.4111177397555962_tau1.7406117000318069_tau_decay0.9246435195111972_seed10","q_learning","0.4111177397555962","10","1.7406117000318069","0.9246435195111972","4"
"q_learning_alpha0.34446632670394745_tau2.702595374715134_tau_decay0.9327728873181728_seed40","q_learning","0.34446632670394745","40","2.702595374715134","0.9327728873181728","3"
"q_learning_alpha0.542468899342248_tau2.0509351533191875_tau_decay0.9679538016808108_seed50","q_learning","0.542468899342248","50","2.0509351533191875","0.9679538016808108","3"
"q_learning_alpha0.9613871255371448_tau1.913586256300092_tau_decay0.925913883748752_seed10","q_learning","0.9613871255371448","10","1.913586256300092","0.925913883748752","3"
"q_learning_alpha0.1601472070845012_tau0.7760075672999556_tau_decay0.9651578970234708_seed30","q_learning","0.1601472070845012","30","0.7760075672999556","0.9651578970234708","16"
"q_learning_alpha0.713288550454795_tau2.698622192406724_tau_decay0.9513846668725816_seed30","q_learning","0.713288550454795","30","2.698622192406724","0.9513846668725816","8"
"q_learning_alpha0.7516309926475728_tau3.824227818185136_tau_decay0.9060189954804564_seed10","q_learning","0.7516309926475728","10","3.824227818185136","0.9060189954804564","13"
"q_learning_alpha0.4729994647915746_tau1.4009536431675025_tau_decay0.9004185430626626_seed20","q_learning","0.4729994647915746","20","1.4009536431675025","0.9004185430626626","9"
"q_learning_alpha0.736918419462206_tau1.7770050725003477_tau_decay0.91999536964439_seed30","q_learning","0.736918419462206","30","1.7770050725003477","0.91999536964439","23"
"q_learning_alpha0.473540640259685_tau0.6298991700650536_tau_decay0.9527499518848874_seed10","q_learning","0.473540640259685","10","0.6298991700650536","0.9527499518848874","3"
"q_learning_alpha0.5631774762199526_tau2.801923874522845_tau_decay0.939276939148677_seed20","q_learning","0.5631774762199526","20","2.801923874522845","0.939276939148677","2"
"q_learning_alpha0.2612687322863398_tau2.117839454469256_tau_decay0.9756761275081788_seed40","q_learning","0.2612687322863398","40","2.117839454469256","0.9756761275081788","2"
"q_learning_alpha0.15405398078218474_tau1.3708510632533664_tau_decay0.969556423973776_seed10","q_learning","0.15405398078218474","10","1.3708510632533664","0.969556423973776","2"
"q_learning_alpha0.7714686933221451_tau3.944900383627849_tau_decay0.9630302524396348_seed30","q_learning","0.7714686933221451","30","3.944900383627849","0.9630302524396348","4"
"q_learning_alpha0.09219838086644316_tau2.919724987335689_tau_decay0.959751361086599_seed10","q_learning","0.09219838086644316","10","2.919724987335689","0.959751361086599","2"
"q_learning_alpha0.8733174328314596_tau3.050844567111443_tau_decay0.9173008946526152_seed50","q_learning","0.8733174328314596","50","3.050844567111443","0.9173008946526152","4"
"q_learning_alpha0.6022474572028158_tau1.7131685977911504_tau_decay0.9117448610642754_seed50","q_learning","0.6022474572028158","50","1.7131685977911504","0.9117448610642754","5"
"q_learning_alpha0.41411907406774606_tau1.4299236081358435_tau_decay0.9353884251156878_seed20","q_learning","0.41411907406774606","20","1.4299236081358435","0.9353884251156878","10"
"q_learning_alpha0.27033645234033515_tau0.5081821638781632_tau_decay0.9050642440328888_seed20","q_learning","0.27033645234033515","20","0.5081821638781632","0.9050642440328888","26"
"q_learning_alpha0.8296862622793392_tau1.9941124524002565_tau_decay0.9242412333088744_seed30","q_learning","0.8296862622793392","30","1.9941124524002565","0.9242412333088744","8"
"q_learning_alpha0.4419462635012174_tau3.244815647271585_tau_decay0.938720028400904_seed50","q_learning","0.4419462635012174","50","3.244815647271585","0.938720028400904","4"
"q_learning_alpha0.6138338837433506_tau2.692987446405331_tau_decay0.9672985697121902_seed20","q_learning","0.6138338837433506","20","2.692987446405331","0.9672985697121902","7"
"q_learning_alpha0.013347798862975015_tau0.7866760766272347_tau_decay0.9747555836505416_seed10","q_learning","0.013347798862975015","10","0.7866760766272347","0.9747555836505416","20"
"q_learning_alpha0.07886475499136425_tau3.2661062803155927_tau_decay0.9824411466553932_seed30","q_learning","0.07886475499136425","30","3.2661062803155927","0.9824411466553932","5"
"q_learning_alpha0.5204448255147082_tau0.8637689563165566_tau_decay0.9178956152835748_seed20","q_learning","0.5204448255147082","20","0.8637689563165566","0.9178956152835748","6"
"q_learning_alpha0.20891732073140623_tau0.8471578664831912_tau_decay0.9826632011269408_seed50","q_learning","0.20891732073140623","50","0.8471578664831912","0.9826632011269408","5"
"q_learning_alpha0.9726174619493992_tau2.621917501217915_tau_decay0.9012482146209584_seed10","q_learning","0.9726174619493992","10","2.621917501217915","0.9012482146209584","2"
"q_learning_alpha0.8579765593589469_tau3.095656998740203_tau_decay0.9349382481324836_seed50","q_learning","0.8579765593589469","50","3.095656998740203","0.9349382481324836","3"
"q_learning_alpha0.523484255600364_tau2.3564788368474012_tau_decay0.936464864034447_seed30","q_learning","0.523484255600364","30","2.3564788368474012","0.936464864034447","3"
"q_learning_alpha0.3001331166286799_tau2.2176858204800647_tau_decay0.9362276507948704_seed40","q_learning","0.3001331166286799","40","2.2176858204800647","0.9362276507948704","9"
"q_learning_alpha0.1721492369022196_tau1.2655155512096723_tau_decay0.9775948251163212_seed50","q_learning","0.1721492369022196","50","1.2655155512096723","0.9775948251163212","7"
"q_learning_alpha0.25008735130177173_tau0.6633228612519453_tau_decay0.9704077209010668_seed30","q_learning","0.25008735130177173","30","0.6633228612519453","0.9704077209010668","58"
"q_learning_alpha0.8232302621953791_tau2.9780947994348357_tau_decay0.909347817098921_seed50","q_learning","0.8232302621953791","50","2.9780947994348357","0.909347817098921","6"
"q_learning_alpha0.8640645796749487_tau0.740905605957894_tau_decay0.9205345387261094_seed30","q_learning","0.8640645796749487","30","0.740905605957894","0.9205345387261094","18"
"q_learning_alpha0.6064086463476618_tau0.9107442772070076_tau_decay0.9422785957670916_seed40","q_learning","0.6064086463476618","40","0.9107442772070076","0.9422785957670916","5"
"q_learning_alpha0.4114851891927141_tau1.3517155479026974_tau_decay0.9246167431548508_seed40","q_learning","0.4114851891927141","40","1.3517155479026974","0.9246167431548508","6"
"q_learning_alpha0.5749530117444496_tau2.2356053349814236_tau_decay0.9744834232287192_seed50","q_learning","0.5749530117444496","50","2.2356053349814236","0.9744834232287192","4"
"q_learning_alpha0.11698922220708996_tau3.9826304087885527_tau_decay0.9845307517407248_seed20","q_learning","0.11698922220708996","20","3.9826304087885527","0.9845307517407248","4"
"q_learning_alpha0.24695951275008823_tau2.7645929135255596_tau_decay0.9502938236615012_seed40","q_learning","0.24695951275008823","40","2.7645929135255596","0.9502938236615012","4"
"q_learning_alpha0.5952680172104697_tau2.712409229721663_tau_decay0.9436464511502576_seed20","q_learning","0.5952680172104697","20","2.712409229721663","0.9436464511502576","3"
"q_learning_alpha0.6265869781521614_tau0.7017059291942007_tau_decay0.9793065344196598_seed40","q_learning","0.6265869781521614","40","0.7017059291942007","0.9793065344196598","45"
"q_learning_alpha0.49389689324355385_tau0.8577853531187707_tau_decay0.9898444868237208_seed50","q_learning","0.49389689324355385","50","0.8577853531187707","0.9898444868237208","4"
"q_learning_alpha0.3906609942349155_tau1.207831219479418_tau_decay0.9611996878268784_seed50","q_learning","0.3906609942349155","50","1.207831219479418","0.9611996878268784","9"
"q_learning_alpha0.3398232876124935_tau3.122862583097858_tau_decay0.949306886546054_seed50","q_learning","0.3398232876124935","50","3.122862583097858","0.949306886546054","3"
"q_learning_alpha0.6413826581319525_tau1.5307993369004558_tau_decay0.924378507961323_seed20","q_learning","0.6413826581319525","20","1.5307993369004558","0.924378507961323","4"
"q_learning_alpha0.3862678480237543_tau3.5207873258414626_tau_decay0.94559530113166_seed30","q_learning","0.3862678480237543","30","3.5207873258414626","0.94559530113166","4"
"q_learning_alpha0.28140600143438754_tau3.0804861344102_tau_decay0.9187881926532212_seed40","q_learning","0.28140600143438754","40","3.0804861344102","0.9187881926532212","6"
"q_learning_alpha0.1382797952645892_tau3.444763982625055_tau_decay0.9760770629110525_seed50","q_learning","0.1382797952645892","50","3.444763982625055","0.9760770629110525","3"
"q_learning_alpha0.7011677008212828_tau3.2398671613928567_tau_decay0.9337168605863948_seed40","q_learning","0.7011677008212828","40","3.2398671613928567","0.9337168605863948","3"
"q_learning_alpha0.34235245124926683_tau1.214952537438483_tau_decay0.9178005245877648_seed40","q_learning","0.34235245124926683","40","1.214952537438483","0.9178005245877648","3"
"q_learning_alpha0.7447073918007961_tau1.3615653496448654_tau_decay0.9780742293517511_seed50","q_learning","0.7447073918007961","50","1.3615653496448654","0.9780742293517511","12"
"q_learning_alpha0.98279955948051_tau2.336272347775066_tau_decay0.9536528179932312_seed20","q_learning","0.98279955948051","20","2.336272347775066","0.9536528179932312","4"
"q_learning_alpha0.3785704650258622_tau1.5963023280149675_tau_decay0.9713817491357872_seed40","q_learning","0.3785704650258622","40","1.5963023280149675","0.9713817491357872","11"
"q_learning_alpha0.6169471317509502_tau1.410781212606346_tau_decay0.909339408031652_seed40","q_learning","0.6169471317509502","40","1.410781212606346","0.909339408031652","3"
"q_learning_alpha0.17776931693924328_tau0.7842506377287398_tau_decay0.946600704427363_seed10","q_learning","0.17776931693924328","10","0.7842506377287398","0.946600704427363","9"
"q_learning_alpha0.8946664784320987_tau1.6975829953038333_tau_decay0.9094831549755532_seed40","q_learning","0.8946664784320987","40","1.6975829953038333","0.9094831549755532","27"
"q_learning_alpha0.5267212043211257_tau2.2847264335425974_tau_decay0.9551511718328818_seed30","q_learning","0.5267212043211257","30","2.2847264335425974","0.9551511718328818","3"
"q_learning_alpha0.6397136451027895_tau0.7985389089162431_tau_decay0.9672207444222668_seed30","q_learning","0.6397136451027895","30","0.7985389089162431","0.9672207444222668","7"
"q_learning_alpha0.8266159195122129_tau2.618671597629735_tau_decay0.96249516920261_seed40","q_learning","0.8266159195122129","40","2.618671597629735","0.96249516920261","6"
"q_learning_alpha0.6158238768367406_tau1.0617850802322164_tau_decay0.9237628232006544_seed50","q_learning","0.6158238768367406","50","1.0617850802322164","0.9237628232006544","5"
"q_learning_alpha0.034331519040302204_tau2.7514355557009136_tau_decay0.9464733125359676_seed30","q_learning","0.034331519040302204","30","2.7514355557009136","0.9464733125359676","15"
"q_learning_alpha0.0609148096647786_tau2.79356275687706_tau_decay0.918556216945036_seed20","q_learning","0.0609148096647786","20","2.79356275687706","0.918556216945036","4"
"q_learning_alpha0.8081917563693424_tau0.8339016934275885_tau_decay0.9294756742465178_seed20","q_learning","0.8081917563693424","20","0.8339016934275885","0.9294756742465178","2"
"q_learning_alpha0.08597522446842491_tau2.4609929002999507_tau_decay0.9854315754876752_seed10","q_learning","0.08597522446842491","10","2.4609929002999507","0.9854315754876752","2"
"q_learning_alpha0.3314273409129858_tau0.9280939226907516_tau_decay0.9374611803305092_seed10","q_learning","0.3314273409129858","10","0.9280939226907516","0.9374611803305092","10"
"q_learning_alpha0.9755284783430574_tau1.1745702093910475_tau_decay0.9852757168941836_seed20","q_learning","0.9755284783430574","20","1.1745702093910475","0.9852757168941836","2"
"q_learning_alpha0.34344975950196116_tau1.8748673067270996_tau_decay0.9368261941407424_seed30","q_learning","0.34344975950196116","30","1.8748673067270996","0.9368261941407424","2"
"q_learning_alpha0.38374883915233754_tau2.2613994198841114_tau_decay0.9876716697060332_seed20","q_learning","0.38374883915233754","20","2.2613994198841114","0.9876716697060332","2"
"q_learning_alpha0.9993830509136268_tau1.7842874313831325_tau_decay0.9844196422166704_seed40","q_learning","0.9993830509136268","40","1.7842874313831325","0.9844196422166704","5"
"q_learning_alpha0.2049516002458409_tau2.16749195534797_tau_decay0.9783168686250788_seed50","q_learning","0.2049516002458409","50","2.16749195534797","0.9783168686250788","2"
"q_learning_alpha0.8467390761631115_tau1.6247330023978626_tau_decay0.9221374195392034_seed50","q_learning","0.8467390761631115","50","1.6247330023978626","0.9221374195392034","16"
"q_learning_alpha0.6244035184654172_tau1.027702929808783_tau_decay0.97892312015878_seed50","q_learning","0.6244035184654172","50","1.027702929808783","0.97892312015878","4"
"q_learning_alpha0.1957199258454607_tau1.1190043727915338_tau_decay0.916710867578588_seed50","q_learning","0.1957199258454607","50","1.1190043727915338","0.916710867578588","11"
"q_learning_alpha0.1890561637380699_tau3.981748798306298_tau_decay0.930045983448209_seed50","q_learning","0.1890561637380699","50","3.981748798306298","0.930045983448209","4"
"q_learning_alpha0.24009815238758075_tau1.301564082633622_tau_decay0.9706904700423457_seed40","q_learning","0.24009815238758075","40","1.301564082633622","0.9706904700423457","4"
"q_learning_alpha0.1690582773702435_tau2.6001416914946427_tau_decay0.9532666824470112_seed20","q_learning","0.1690582773702435","20","2.6001416914946427","0.9532666824470112","26"
"q_learning_alpha0.28885580777356096_tau1.2257274058066996_tau_decay0.960248680009312_seed20","q_learning","0.28885580777356096","20","1.2257274058066996","0.960248680009312","23"
"q_learning_alpha0.1498952716889188_tau2.1095767660602007_tau_decay0.9117695630854388_seed20","q_learning","0.1498952716889188","20","2.1095767660602007","0.9117695630854388","11"
"q_learning_alpha0.2032484520279093_tau3.1751424627390743_tau_decay0.9627698746183032_seed30","q_learning","0.2032484520279093","30","3.1751424627390743","0.9627698746183032","4"
"q_learning_alpha0.041447364847498246_tau2.956296960592753_tau_decay0.972870998803501_seed20","q_learning","0.041447364847498246","20","2.956296960592753","0.972870998803501","14"
"q_learning_alpha0.29471699716599614_tau2.8557598401962494_tau_decay0.9811589048583848_seed30","q_learning","0.29471699716599614","30","2.8557598401962494","0.9811589048583848","8"
"q_learning_alpha0.6188614062027668_tau0.8802947317560155_tau_decay0.9430038537411002_seed30","q_learning","0.6188614062027668","30","0.8802947317560155","0.9430038537411002","10"
"q_learning_alpha0.6649840615969774_tau3.2049588716832726_tau_decay0.976874232804762_seed50","q_learning","0.6649840615969774","50","3.2049588716832726","0.976874232804762","2"
"q_learning_alpha0.5045832809463019_tau1.7692020231094177_tau_decay0.9293436444434244_seed30","q_learning","0.5045832809463019","30","1.7692020231094177","0.9293436444434244","6"
"q_learning_alpha0.8902047972760176_tau2.529484631137007_tau_decay0.9096534013827898_seed40","q_learning","0.8902047972760176","40","2.529484631137007","0.9096534013827898","7"
"q_learning_alpha0.3580124683205433_tau2.698364309963756_tau_decay0.9090076857982288_seed40","q_learning","0.3580124683205433","40","2.698364309963756","0.9090076857982288","3"
"q_learning_alpha0.4904761626473107_tau3.1948907459087157_tau_decay0.967433636753214_seed30","q_learning","0.4904761626473107","30","3.1948907459087157","0.967433636753214","10"
"q_learning_alpha0.2137773517005576_tau0.5443169455859983_tau_decay0.9355629878692978_seed20","q_learning","0.2137773517005576","20","0.5443169455859983","0.9355629878692978","11"
"q_learning_alpha0.9217388760680344_tau2.0924495395118616_tau_decay0.9212152293460538_seed30","q_learning","0.9217388760680344","30","2.0924495395118616","0.9212152293460538","15"
"q_learning_alpha0.9209825582811376_tau3.688600327194335_tau_decay0.955167174095882_seed10","q_learning","0.9209825582811376","10","3.688600327194335","0.955167174095882","7"
"q_learning_alpha0.6515033163696599_tau0.5169494858169505_tau_decay0.9691937054710726_seed50","q_learning","0.6515033163696599","50","0.5169494858169505","0.9691937054710726","25"
"q_learning_alpha0.9089766570625232_tau1.3157107427706534_tau_decay0.9593727105705776_seed40","q_learning","0.9089766570625232","40","1.3157107427706534","0.9593727105705776","9"
"q_learning_alpha0.3147236193961052_tau0.7050117284164568_tau_decay0.964039270772637_seed20","q_learning","0.3147236193961052","20","0.7050117284164568","0.964039270772637","11"
"q_learning_alpha0.03899087775794835_tau1.991998467713388_tau_decay0.9454089414861604_seed30","q_learning","0.03899087775794835","30","1.991998467713388","0.9454089414861604","6"
"q_learning_alpha0.8286007212699731_tau1.5388133609787134_tau_decay0.9256051108008678_seed50","q_learning","0.8286007212699731","50","1.5388133609787134","0.9256051108008678","8"
"q_learning_alpha0.39100749679924834_tau3.008832976386306_tau_decay0.905024707625306_seed30","q_learning","0.39100749679924834","30","3.008832976386306","0.905024707625306","2"
"q_learning_alpha0.16976472772413914_tau2.286717032916694_tau_decay0.9019287089673608_seed20","q_learning","0.16976472772413914","20","2.286717032916694","0.9019287089673608","3"
"q_learning_alpha0.945722393674826_tau1.0547640083626275_tau_decay0.969874560258452_seed30","q_learning","0.945722393674826","30","1.0547640083626275","0.969874560258452","11"
"q_learning_alpha0.7090137684809983_tau1.2805858475735086_tau_decay0.9346245795495174_seed20","q_learning","0.7090137684809983","20","1.2805858475735086","0.9346245795495174","2"
"q_learning_alpha0.021257032337612104_tau1.1310800133707228_tau_decay0.96057517398049_seed10","q_learning","0.021257032337612104","10","1.1310800133707228","0.96057517398049","4"
"q_learning_alpha0.0745205916689051_tau2.920612205732272_tau_decay0.9651306116333274_seed40","q_learning","0.0745205916689051","40","2.920612205732272","0.9651306116333274","10"
"q_learning_alpha0.7108699184963133_tau3.4440779183430523_tau_decay0.903691545440351_seed20","q_learning","0.7108699184963133","20","3.4440779183430523","0.903691545440351","9"
"q_learning_alpha0.6714632877377387_tau2.9215921114479415_tau_decay0.94543888061618_seed10","q_learning","0.6714632877377387","10","2.9215921114479415","0.94543888061618","3"
"q_learning_alpha0.681080953200935_tau3.440937726776087_tau_decay0.9806682770723156_seed20","q_learning","0.681080953200935","20","3.440937726776087","0.9806682770723156","6"
"q_learning_alpha0.409395045100514_tau3.435671523106404_tau_decay0.9422486297929752_seed50","q_learning","0.409395045100514","50","3.435671523106404","0.9422486297929752","3"
"q_learning_alpha0.230599828662879_tau3.9569761655909734_tau_decay0.9137792999496044_seed30","q_learning","0.230599828662879","30","3.9569761655909734","0.9137792999496044","6"
"q_learning_alpha0.45754246717401814_tau0.974550007742932_tau_decay0.957277182960366_seed40","q_learning","0.45754246717401814","40","0.974550007742932","0.957277182960366","3"
"q_learning_alpha0.44119739043902767_tau3.441020058980349_tau_decay0.9799476158565_seed50","q_learning","0.44119739043902767","50","3.441020058980349","0.9799476158565","10"
"q_learning_alpha0.6245261574694585_tau1.7741262891634462_tau_decay0.9494023056851182_seed10","q_learning","0.6245261574694585","10","1.7741262891634462","0.9494023056851182","15"
"q_learning_alpha0.13610792850904763_tau1.5471390018822682_tau_decay0.9600419325891318_seed10","q_learning","0.13610792850904763","10","1.5471390018822682","0.9600419325891318","2"
"q_learning_alpha0.5551162383619124_tau2.4792616147715374_tau_decay0.9265743653210478_seed10","q_learning","0.5551162383619124","10","2.4792616147715374","0.9265743653210478","11"
"q_learning_alpha0.8959743932100886_tau2.780249493020517_tau_decay0.9758662859126416_seed40","q_learning","0.8959743932100886","40","2.780249493020517","0.9758662859126416","2"
"q_learning_alpha0.031836347353866375_tau2.6171148957870587_tau_decay0.903537887980041_seed40","q_learning","0.031836347353866375","40","2.6171148957870587","0.903537887980041","9"
"q_learning_alpha0.4592120487143435_tau0.586605993408493_tau_decay0.9794559911484708_seed30","q_learning","0.4592120487143435","30","0.586605993408493","0.9794559911484708","25"
"q_learning_alpha0.7524127653565945_tau3.15103026944598_tau_decay0.9113609337913626_seed30","q_learning","0.7524127653565945","30","3.15103026944598","0.9113609337913626","4"
"q_learning_alpha0.20867730498777473_tau3.7275395281188657_tau_decay0.9346718571302908_seed40","q_learning","0.20867730498777473","40","3.7275395281188657","0.9346718571302908","14"
"q_learning_alpha0.6116901184635045_tau2.601998511583655_tau_decay0.9415701947017344_seed40","q_learning","0.6116901184635045","40","2.601998511583655","0.9415701947017344","7"
"q_learning_alpha0.13719322071724543_tau1.333588731541953_tau_decay0.9231772496605508_seed20","q_learning","0.13719322071724543","20","1.333588731541953","0.9231772496605508","30"
"q_learning_alpha0.7531997667637313_tau0.6634317215388839_tau_decay0.9225422510970576_seed20","q_learning","0.7531997667637313","20","0.6634317215388839","0.9225422510970576","24"
"q_learning_alpha0.27846209427635316_tau2.685990771649071_tau_decay0.9829130747923648_seed40","q_learning","0.27846209427635316","40","2.685990771649071","0.9829130747923648","2"
"q_learning_alpha0.7624255179024972_tau0.7242750841607644_tau_decay0.9326032104198064_seed20","q_learning","0.7624255179024972","20","0.7242750841607644","0.9326032104198064","5"
"q_learning_alpha0.8385235073937917_tau3.3790035714136333_tau_decay0.9567784096630412_seed50","q_learning","0.8385235073937917","50","3.3790035714136333","0.9567784096630412","3"
"q_learning_alpha0.9912125176962212_tau2.897752106583173_tau_decay0.9044424845012212_seed20","q_learning","0.9912125176962212","20","2.897752106583173","0.9044424845012212","14"
"q_learning_alpha0.3693721325261283_tau2.865771920543348_tau_decay0.9223235545683216_seed10","q_learning","0.3693721325261283","10","2.865771920543348","0.9223235545683216","3"
"q_learning_alpha0.6121750523017652_tau3.6107126866465977_tau_decay0.9456123925948836_seed30","q_learning","0.6121750523017652","30","3.6107126866465977","0.9456123925948836","5"
"q_learning_alpha0.31477266168228646_tau0.8384731886461694_tau_decay0.9611917443990812_seed40","q_learning","0.31477266168228646","40","0.8384731886461694","0.9611917443990812","19"
"q_learning_alpha0.19699980126403985_tau2.039296446072021_tau_decay0.9131331565128789_seed30","q_learning","0.19699980126403985","30","2.039296446072021","0.9131331565128789","7"
"q_learning_alpha0.37219992638479_tau2.0205976779706845_tau_decay0.9416969912683876_seed30","q_learning","0.37219992638479","30","2.0205976779706845","0.9416969912683876","9"
"q_learning_alpha0.3821167244621088_tau0.6877260252553439_tau_decay0.9685823038762296_seed50","q_learning","0.3821167244621088","50","0.6877260252553439","0.9685823038762296","18"
"q_learning_alpha0.3674611785421024_tau2.435918129768904_tau_decay0.9799067241473663_seed30","q_learning","0.3674611785421024","30","2.435918129768904","0.9799067241473663","19"
"q_learning_alpha0.3125688915115684_tau0.9879500045285344_tau_decay0.9883793505087856_seed50","q_learning","0.3125688915115684","50","0.9879500045285344","0.9883793505087856","16"
"q_learning_alpha0.28173037538573864_tau3.3510843440706655_tau_decay0.9535469302763232_seed10","q_learning","0.28173037538573864","10","3.3510843440706655","0.9535469302763232","3"
"q_learning_alpha0.4771309856483268_tau1.3017858208902124_tau_decay0.9262477941946976_seed40","q_learning","0.4771309856483268","40","1.3017858208902124","0.9262477941946976","7"
"q_learning_alpha0.4335126127257838_tau2.228558858143078_tau_decay0.903005318495286_seed50","q_learning","0.4335126127257838","50","2.228558858143078","0.903005318495286","15"
"q_learning_alpha0.7596698215436769_tau1.95767534971401_tau_decay0.9842907217065796_seed40","q_learning","0.7596698215436769","40","1.95767534971401","0.9842907217065796","4"
"q_learning_alpha0.636992647174063_tau1.978122868757767_tau_decay0.9023325014436524_seed20","q_learning","0.636992647174063","20","1.978122868757767","0.9023325014436524","2"
"q_learning_alpha0.08908468992368576_tau3.5504484331848243_tau_decay0.9675842408544042_seed10","q_learning","0.08908468992368576","10","3.5504484331848243","0.9675842408544042","2"
"q_learning_alpha0.3255911561061456_tau3.3744496508485167_tau_decay0.9581719623058244_seed20","q_learning","0.3255911561061456","20","3.3744496508485167","0.9581719623058244","3"
"q_learning_alpha0.3473031974537662_tau2.30664920495464_tau_decay0.9276583496997556_seed20","q_learning","0.3473031974537662","20","2.30664920495464","0.9276583496997556","3"
"q_learning_alpha0.5152246861841417_tau1.9956383853159505_tau_decay0.9449813423856762_seed40","q_learning","0.5152246861841417","40","1.9956383853159505","0.9449813423856762","4"
"q_learning_alpha0.6275267143348686_tau2.9219591158618177_tau_decay0.9650864892003156_seed30","q_learning","0.6275267143348686","30","2.9219591158618177","0.9650864892003156","9"
"q_learning_alpha0.4250872053409747_tau1.4284568537621996_tau_decay0.9259628598403024_seed50","q_learning","0.4250872053409747","50","1.4284568537621996","0.9259628598403024","3"
"q_learning_alpha0.8440408141715727_tau3.923808814573734_tau_decay0.9604759030005344_seed50","q_learning","0.8440408141715727","50","3.923808814573734","0.9604759030005344","22"
"q_learning_alpha0.9876641538167964_tau3.618241933432208_tau_decay0.9150031015096152_seed30","q_learning","0.9876641538167964","30","3.618241933432208","0.9150031015096152","3"
"q_learning_alpha0.8754080177488128_tau1.5035681160939691_tau_decay0.9223019904618728_seed50","q_learning","0.8754080177488128","50","1.5035681160939691","0.9223019904618728","11"
"q_learning_alpha0.17674549158243658_tau1.0232334778364165_tau_decay0.9192675200553846_seed30","q_learning","0.17674549158243658","30","1.0232334778364165","0.9192675200553846","9"
"q_learning_alpha0.6490530189524677_tau0.8868191690517275_tau_decay0.9075995043592688_seed50","q_learning","0.6490530189524677","50","0.8868191690517275","0.9075995043592688","3"
"q_learning_alpha0.3891805623340217_tau3.6281232652744526_tau_decay0.9710971744828072_seed30","q_learning","0.3891805623340217","30","3.6281232652744526","0.9710971744828072","23"
"q_learning_alpha0.03186962059120888_tau3.48727339278199_tau_decay0.9518320924787076_seed50","q_learning","0.03186962059120888","50","3.48727339278199","0.9518320924787076","10"
"q_learning_alpha0.8936111405373958_tau1.3693248347277722_tau_decay0.9271186343121308_seed40","q_learning","0.8936111405373958","40","1.3693248347277722","0.9271186343121308","7"
"q_learning_alpha0.49050146432733166_tau2.022929379881657_tau_decay0.9744164528715782_seed30","q_learning","0.49050146432733166","30","2.022929379881657","0.9744164528715782","8"
"q_learning_alpha0.9729297064536366_tau2.240361543039298_tau_decay0.9219050414765726_seed20","q_learning","0.9729297064536366","20","2.240361543039298","0.9219050414765726","2"
"q_learning_alpha0.9968684454735514_tau2.729695915990368_tau_decay0.9692681726107102_seed10","q_learning","0.9968684454735514","10","2.729695915990368","0.9692681726107102","3"
"q_learning_alpha0.17359495286900048_tau0.7596184588385573_tau_decay0.9007943441989656_seed30","q_learning","0.17359495286900048","30","0.7596184588385573","0.9007943441989656","16"
"q_learning_alpha0.5976837970226893_tau3.324725699127526_tau_decay0.9036448146796112_seed30","q_learning","0.5976837970226893","30","3.324725699127526","0.9036448146796112","25"
"q_learning_alpha0.19467691232970033_tau1.1368989180802869_tau_decay0.9244918828359268_seed40","q_learning","0.19467691232970033","40","1.1368989180802869","0.9244918828359268","6"
"q_learning_alpha0.19362810679964024_tau2.7986224924889944_tau_decay0.96151918544906_seed50","q_learning","0.19362810679964024","50","2.7986224924889944","0.96151918544906","4"
"q_learning_alpha0.7143726598641945_tau1.87694775372288_tau_decay0.9508205967055684_seed40","q_learning","0.7143726598641945","40","1.87694775372288","0.9508205967055684","2"
